chromosome	start	end	strand	gene_id	gene_id_base	gene_version	gene_name	gene_type	level	hgnc_id	havana_gene	tag
chr5	163796065	163796165	-	ENSG00000251998.1	ENSG00000251998	1	RNU6-168P	snRNA	3	HGNC:47131		
chr5	163855140	163856642	-	ENSG00000273569.1	ENSG00000273569	1	ENSG00000273569	processed_pseudogene	2		OTTHUMG00000187644.1	
chr5	163887506	163887827	-	ENSG00000271679.1	ENSG00000271679	1	LSM1P2	processed_pseudogene	1	HGNC:49777	OTTHUMG00000184369.1	pseudo_consens
chr5	164119098	164234097	-	ENSG00000253331.1	ENSG00000253331	1	ENSG00000253331	lncRNA	2		OTTHUMG00000162876.1	
chr5	164209631	164211892	+	ENSG00000253538.1	ENSG00000253538	1	ENSG00000253538	lncRNA	2		OTTHUMG00000162874.1	
chr5	164219175	164269892	+	ENSG00000309445.1	ENSG00000309445	1	ENSG00000309445	lncRNA	2			
chr5	164296349	165172698	+	ENSG00000241956.12	ENSG00000241956	12	LINC03000	lncRNA	2	HGNC:56116	OTTHUMG00000162877.18	
chr5	164448161	164470210	-	ENSG00000253236.3	ENSG00000253236	3	LINC02143	lncRNA	2	HGNC:53003	OTTHUMG00000162886.2	
chr5	164601002	164601452	-	ENSG00000253600.1	ENSG00000253600	1	ENSG00000253600	processed_pseudogene	1		OTTHUMG00000157923.1	pseudo_consens
chr5	164935162	164935268	-	ENSG00000206845.1	ENSG00000206845	1	RNU6-209P	snRNA	3	HGNC:47172		
chr5	165129307	165153014	-	ENSG00000285549.2	ENSG00000285549	2	ENSG00000285549	lncRNA	2		OTTHUMG00000193065.1	
chr5	165220577	165241756	-	ENSG00000254066.3	ENSG00000254066	3	LINC01938	lncRNA	2	HGNC:52761	OTTHUMG00000163861.9	
chr5	165348896	165848219	+	ENSG00000253693.2	ENSG00000253693	2	ENSG00000253693	lncRNA	2		OTTHUMG00000163870.1	ncRNA_host
chr5	165609441	165609679	+	ENSG00000252794.1	ENSG00000252794	1	RN7SKP60	misc_RNA	3	HGNC:45784		
chr5	165782805	165783134	-	ENSG00000253512.1	ENSG00000253512	1	ENSG00000253512	processed_pseudogene	1		OTTHUMG00000162894.1	pseudo_consens
chr5	165905126	165905608	+	ENSG00000253946.1	ENSG00000253946	1	RPL21P59	processed_pseudogene	1	HGNC:36922	OTTHUMG00000157926.2	pseudo_consens
chr5	165996084	166084007	+	ENSG00000298087.1	ENSG00000298087	1	ENSG00000298087	lncRNA	2			
chr5	166001361	166074248	-	ENSG00000298111.1	ENSG00000298111	1	ENSG00000298111	lncRNA	2			
chr5	166028567	166029311	-	ENSG00000254252.1	ENSG00000254252	1	RPL7P20	processed_pseudogene	1	HGNC:36013	OTTHUMG00000157934.2	pseudo_consens
chr5	166107433	166128329	-	ENSG00000301957.1	ENSG00000301957	1	ENSG00000301957	lncRNA	2			
chr5	166128498	166155488	+	ENSG00000254171.2	ENSG00000254171	2	ENSG00000254171	lncRNA	1		OTTHUMG00000163917.1	
chr5	166172388	166252505	-	ENSG00000306847.1	ENSG00000306847	1	ENSG00000306847	lncRNA	2			
chr5	166204935	166228295	+	ENSG00000306869.1	ENSG00000306869	1	ENSG00000306869	lncRNA	2			
chr5	166321197	166369452	-	ENSG00000306333.1	ENSG00000306333	1	ENSG00000306333	lncRNA	2			
chr5	166382305	166382599	+	ENSG00000229119.3	ENSG00000229119	3	RPLP0P9	processed_pseudogene	1	HGNC:55906	OTTHUMG00000162895.1	pseudo_consens
chr5	166594896	166597734	+	ENSG00000294421.1	ENSG00000294421	1	ENSG00000294421	lncRNA	2			
chr5	166882250	166937301	+	ENSG00000298538.1	ENSG00000298538	1	ENSG00000298538	lncRNA	2			
chr5	166905222	166926370	-	ENSG00000254130.1	ENSG00000254130	1	LINC01947	lncRNA	2	HGNC:52771	OTTHUMG00000162904.1	
chr5	166979015	168264157	+	ENSG00000145934.18	ENSG00000145934	18	TENM2	protein_coding	1	HGNC:29943	OTTHUMG00000162928.4	overlapping_locus
chr5	167029775	167082007	-	ENSG00000298092.1	ENSG00000298092	1	ENSG00000298092	lncRNA	2			
chr5	167116318	167119585	-	ENSG00000253713.1	ENSG00000253713	1	ENSG00000253713	lncRNA	1		OTTHUMG00000163871.1	
chr5	167164934	167168401	-	ENSG00000253469.1	ENSG00000253469	1	ENSG00000253469	lncRNA	2		OTTHUMG00000162918.1	
chr5	167287320	167294273	-	ENSG00000254365.1	ENSG00000254365	1	ENSG00000254365	lncRNA	2		OTTHUMG00000163873.1	
chr5	167296234	167303372	-	ENSG00000254297.1	ENSG00000254297	1	TENM2-AS2	lncRNA	1	HGNC:58260	OTTHUMG00000162917.1	
chr5	167306273	167309870	-	ENSG00000253527.1	ENSG00000253527	1	ENSG00000253527	lncRNA	1		OTTHUMG00000162919.1	
chr5	167569078	167570402	+	ENSG00000289264.1	ENSG00000289264	1	ENSG00000289264	lncRNA	2			overlapping_locus
chr5	167653224	167661959	-	ENSG00000254187.2	ENSG00000254187	2	TENM2-AS4	lncRNA	2	HGNC:58432	OTTHUMG00000162925.1	
chr5	167721363	167729124	+	ENSG00000253357.1	ENSG00000253357	1	ENSG00000253357	lncRNA	2		OTTHUMG00000163874.1	overlapping_locus
chr5	167937717	167953469	-	ENSG00000253660.1	ENSG00000253660	1	TENM2-AS3	lncRNA	2	HGNC:58261	OTTHUMG00000162966.1	
chr5	167965187	167967086	-	ENSG00000253947.1	ENSG00000253947	1	ENSG00000253947	lncRNA	2		OTTHUMG00000162965.1	
chr5	168033091	168033205	-	ENSG00000253065.1	ENSG00000253065	1	ENSG00000253065	snoRNA	3			
chr5	168085329	168187719	-	ENSG00000253925.2	ENSG00000253925	2	ENSG00000253925	lncRNA	2		OTTHUMG00000162967.1	
chr5	168128856	168130422	+	ENSG00000279739.1	ENSG00000279739	1	ENSG00000279739	TEC	2		OTTHUMG00000163875.1	overlapping_locus
chr5	168229570	168269491	-	ENSG00000253978.3	ENSG00000253978	3	TENM2-AS1	lncRNA	1	HGNC:56066	OTTHUMG00000162964.2	
chr5	168291563	168472303	+	ENSG00000113645.17	ENSG00000113645	17	WWC1	protein_coding	1	HGNC:29435	OTTHUMG00000130408.4	
chr5	168304380	168325381	-	ENSG00000296875.1	ENSG00000296875	1	ENSG00000296875	lncRNA	2			
chr5	168348359	168353719	-	ENSG00000296528.1	ENSG00000296528	1	ENSG00000296528	lncRNA	2			
chr5	168486447	168519325	+	ENSG00000113643.11	ENSG00000113643	11	RARS1	protein_coding	2	HGNC:9870	OTTHUMG00000130411.4	
chr5	168529305	168530634	+	ENSG00000188573.8	ENSG00000188573	8	FBLL1	protein_coding	2	HGNC:35458	OTTHUMG00000157012.5	retrogene
chr5	168544583	168579626	-	ENSG00000120137.9	ENSG00000120137	9	PANK3	protein_coding	2	HGNC:19365	OTTHUMG00000130410.4	ncRNA_host,overlapping_locus
chr5	168552277	168553727	-	ENSG00000253861.1	ENSG00000253861	1	SLC2A3P1	processed_pseudogene	2	HGNC:11008	OTTHUMG00000163047.1	overlapping_locus
chr5	168560896	168560973	-	ENSG00000199035.2	ENSG00000199035	2	MIR103A1	miRNA	3	HGNC:31490		
chr5	168560904	168560965	+	ENSG00000283612.1	ENSG00000283612	1	MIR103B1	miRNA	3	HGNC:35384		
chr5	168579640	168585567	+	ENSG00000295807.1	ENSG00000295807	1	ENSG00000295807	lncRNA	2			
chr5	168616020	168624930	-	ENSG00000303340.1	ENSG00000303340	1	ENSG00000303340	lncRNA	2			
chr5	168616352	168616996	+	ENSG00000233913.7	ENSG00000233913	7	RPL10P9	processed_pseudogene	2	HGNC:35579	OTTHUMG00000157935.1	
chr5	168654513	168667761	+	ENSG00000254192.1	ENSG00000254192	1	ENSG00000254192	lncRNA	1		OTTHUMG00000163057.1	
chr5	168661740	169301173	-	ENSG00000184347.17	ENSG00000184347	17	SLIT3	protein_coding	2	HGNC:11087	OTTHUMG00000130409.4	ncRNA_host,overlapping_locus
chr5	168706567	168720884	+	ENSG00000254042.2	ENSG00000254042	2	SLIT3-AS2	lncRNA	1	HGNC:40551	OTTHUMG00000163055.3	
chr5	168768146	168768255	-	ENSG00000207739.1	ENSG00000207739	1	MIR218-2	miRNA	3	HGNC:31596		
chr5	168791498	168791610	+	ENSG00000202345.1	ENSG00000202345	1	Y_RNA	misc_RNA	3			
chr5	168886548	168892253	+	ENSG00000295146.1	ENSG00000295146	1	ENSG00000295146	lncRNA	2			
chr5	168992930	169007264	+	ENSG00000248965.2	ENSG00000248965	2	ENSG00000248965	lncRNA	1		OTTHUMG00000163056.1	
chr5	169012148	169013146	-	ENSG00000279752.1	ENSG00000279752	1	ENSG00000279752	TEC	2		OTTHUMG00000163878.1	overlapping_locus
chr5	169013227	169037998	+	ENSG00000248222.6	ENSG00000248222	6	SLIT3-AS1	lncRNA	1	HGNC:40553	OTTHUMG00000163054.3	
chr5	169112277	169130299	+	ENSG00000302955.1	ENSG00000302955	1	ENSG00000302955	lncRNA	2			
chr5	169263601	169263694	-	ENSG00000207619.1	ENSG00000207619	1	MIR585	miRNA	3	HGNC:32841		
chr5	169419321	169426903	-	ENSG00000288912.2	ENSG00000288912	2	ENSG00000288912	lncRNA	2			
chr5	169460356	169502504	+	ENSG00000307563.1	ENSG00000307563	1	ENSG00000307563	lncRNA	2			
chr5	169552449	169552555	+	ENSG00000206614.1	ENSG00000206614	1	RNU6-477P	snRNA	3	HGNC:47440		
chr5	169570610	169583611	-	ENSG00000305594.1	ENSG00000305594	1	ENSG00000305594	lncRNA	2			
chr5	169583632	169604780	+	ENSG00000040275.19	ENSG00000040275	19	SPDL1	protein_coding	1	HGNC:26010	OTTHUMG00000130438.7	
chr5	169637224	170083382	+	ENSG00000134516.22	ENSG00000134516	22	DOCK2	protein_coding	1	HGNC:2988	OTTHUMG00000130437.7	ncRNA_host
chr5	169772966	169779365	-	ENSG00000253269.1	ENSG00000253269	1	ENSG00000253269	lncRNA	1		OTTHUMG00000163084.2	
chr5	169856650	169861747	+	ENSG00000289702.1	ENSG00000289702	1	ENSG00000289702	lncRNA	2			
chr5	169861303	169980507	-	ENSG00000204767.5	ENSG00000204767	5	INSYN2B	protein_coding	2	HGNC:37271	OTTHUMG00000163083.2	
chr5	170028488	170028566	+	ENSG00000263831.1	ENSG00000263831	1	MIR378E	miRNA	3	HGNC:41671		
chr5	170105893	170109734	+	ENSG00000168269.11	ENSG00000168269	11	FOXI1	protein_coding	2	HGNC:3815	OTTHUMG00000130436.5	
chr5	170140664	170141940	-	ENSG00000253219.1	ENSG00000253219	1	KRT18P41	processed_pseudogene	1	HGNC:33411	OTTHUMG00000163085.1	pseudo_consens
chr5	170191579	170199141	-	ENSG00000249601.2	ENSG00000249601	2	LINC01187	lncRNA	2	HGNC:49575	OTTHUMG00000163086.1	
chr5	170228881	170252575	+	ENSG00000234511.13	ENSG00000234511	13	C5orf58	protein_coding	1	HGNC:37272	OTTHUMG00000163122.6	
chr5	170246233	170297845	-	ENSG00000043462.15	ENSG00000043462	15	LCP2	protein_coding	2	HGNC:6529	OTTHUMG00000163121.4	
chr5	170270943	170273056	+	ENSG00000300307.1	ENSG00000300307	1	ENSG00000300307	lncRNA	2			
chr5	170300865	170301302	+	ENSG00000300367.1	ENSG00000300367	1	ENSG00000300367	lncRNA	2			
chr5	170303393	170305332	+	ENSG00000300327.1	ENSG00000300327	1	ENSG00000300327	lncRNA	2			
chr5	170306557	170307606	-	ENSG00000288615.1	ENSG00000288615	1	ENSG00000288615	lncRNA	2			
chr5	170306810	170335508	+	ENSG00000235172.10	ENSG00000235172	10	LINC01366	lncRNA	1	HGNC:27416	OTTHUMG00000163120.9	
chr5	170308701	170312806	-	ENSG00000250274.3	ENSG00000250274	3	ENSG00000250274	lncRNA	2		OTTHUMG00000163119.1	
chr5	170317889	170331241	-	ENSG00000300272.1	ENSG00000300272	1	ENSG00000300272	lncRNA	2			
chr5	170334493	170335117	-	ENSG00000300347.1	ENSG00000300347	1	ENSG00000300347	lncRNA	2			
chr5	170335511	170336907	-	ENSG00000307023.1	ENSG00000307023	1	ENSG00000307023	lncRNA	2			
chr5	170337265	170338093	+	ENSG00000300575.1	ENSG00000300575	1	ENSG00000300575	lncRNA	2			
chr5	170353487	170736632	+	ENSG00000182132.15	ENSG00000182132	15	KCNIP1	protein_coding	1	HGNC:15521	OTTHUMG00000130442.5	overlapping_locus
chr5	170364749	170480428	-	ENSG00000145936.11	ENSG00000145936	11	KCNMB1	protein_coding	2	HGNC:6285	OTTHUMG00000130439.4	
chr5	170389490	170422844	+	ENSG00000253647.2	ENSG00000253647	2	KCNIP1-OT1	lncRNA	2	HGNC:40320	OTTHUMG00000163147.1	overlapping_locus
chr5	170483806	170486407	-	ENSG00000253858.1	ENSG00000253858	1	KCNIP1-AS2	lncRNA	1	HGNC:40709	OTTHUMG00000163146.1	
chr5	170639158	170681437	-	ENSG00000253591.2	ENSG00000253591	2	KCNIP1-AS1	lncRNA	2	HGNC:40710	OTTHUMG00000163148.3	
chr5	170744869	170788724	-	ENSG00000253348.2	ENSG00000253348	2	ENSG00000253348	lncRNA	1		OTTHUMG00000163164.2	
chr5	170757825	170758565	+	ENSG00000299037.1	ENSG00000299037	1	ENSG00000299037	lncRNA	2			
chr5	170763350	170814047	+	ENSG00000094755.19	ENSG00000094755	19	GABRP	protein_coding	1	HGNC:4089	OTTHUMG00000130443.5	
chr5	170861855	171300015	+	ENSG00000204764.16	ENSG00000204764	16	RANBP17	protein_coding	1	HGNC:14428	OTTHUMG00000163203.5	ncRNA_host,overlapping_locus
chr5	170866835	170867144	+	ENSG00000244501.3	ENSG00000244501	3	RN7SL623P	misc_RNA	3	HGNC:46639		
chr5	170896929	170904461	+	ENSG00000253966.1	ENSG00000253966	1	ENSG00000253966	processed_pseudogene	1		OTTHUMG00000163204.1	pseudo_consens,overlapping_locus
chr5	171251866	171252982	+	ENSG00000253213.1	ENSG00000253213	1	USP12P1	processed_pseudogene	1	HGNC:12610	OTTHUMG00000163202.1	pseudo_consens,overlapping_locus
chr5	171305980	171309777	-	ENSG00000275038.2	ENSG00000275038	2	ENSG00000275038	lncRNA	2		OTTHUMG00000166260.4	
chr5	171309191	171312139	+	ENSG00000164438.7	ENSG00000164438	7	TLX3	protein_coding	1	HGNC:13532	OTTHUMG00000163207.4	
chr5	171345343	171345630	-	ENSG00000213393.5	ENSG00000213393	5	ENSG00000213393	processed_pseudogene	1		OTTHUMG00000157938.1	pseudo_consens
chr5	171359117	171359412	+	ENSG00000265740.2	ENSG00000265740	2	RN7SL339P	misc_RNA	3	HGNC:46355		
chr5	171365595	171367693	+	ENSG00000254256.1	ENSG00000254256	1	RPSAP71	processed_pseudogene	1	HGNC:51924	OTTHUMG00000163206.1	pseudo_consens,overlapping_locus
chr5	171366118	171366252	+	ENSG00000206909.1	ENSG00000206909	1	SNORA70J	snoRNA	3	HGNC:52216		
chr5	171366299	171366611	+	ENSG00000254012.1	ENSG00000254012	1	RPL10P8	processed_pseudogene	1	HGNC:52344	OTTHUMG00000163205.1	pseudo_consens,overlapping_locus
chr5	171386656	171386760	-	ENSG00000264249.1	ENSG00000264249	1	MIR3912	miRNA	3	HGNC:38923		
chr5	171387086	171411952	+	ENSG00000181163.16	ENSG00000181163	16	NPM1	protein_coding	1	HGNC:7910	OTTHUMG00000130465.4	
chr5	171419637	171457626	+	ENSG00000156427.10	ENSG00000156427	10	FGF18	protein_coding	2	HGNC:3674	OTTHUMG00000130464.3	overlapping_locus
chr5	171457277	171495606	-	ENSG00000308052.1	ENSG00000308052	1	ENSG00000308052	lncRNA	2			
chr5	171494753	171580900	+	ENSG00000308026.1	ENSG00000308026	1	ENSG00000308026	lncRNA	2			
chr5	171566849	171582902	-	ENSG00000308070.1	ENSG00000308070	1	ENSG00000308070	lncRNA	2			
chr5	171623918	171626298	+	ENSG00000294369.1	ENSG00000294369	1	ENSG00000294369	lncRNA	2			
chr5	171667585	171686654	+	ENSG00000308483.1	ENSG00000308483	1	ENSG00000308483	lncRNA	2			
chr5	171724268	171737535	-	ENSG00000285914.2	ENSG00000285914	2	ENSG00000285914	lncRNA	2		OTTHUMG00000192769.1	
chr5	171737763	171752704	+	ENSG00000308146.1	ENSG00000308146	1	ENSG00000308146	lncRNA	2			
chr5	171773652	171774739	+	ENSG00000253110.1	ENSG00000253110	1	ENSG00000253110	lncRNA	1		OTTHUMG00000163264.1	
chr5	171782432	171796126	+	ENSG00000185662.12	ENSG00000185662	12	SMIM23	protein_coding	2	HGNC:34440	OTTHUMG00000163266.5	
chr5	171844094	172006907	-	ENSG00000072803.20	ENSG00000072803	20	FBXW11	protein_coding	2	HGNC:13607	OTTHUMG00000163267.3	
chr5	171854572	171855549	+	ENSG00000294975.1	ENSG00000294975	1	ENSG00000294975	lncRNA	2			
chr5	172006704	172008003	+	ENSG00000288799.2	ENSG00000288799	2	ENSG00000288799	lncRNA	2			
chr5	172042079	172188411	-	ENSG00000072786.15	ENSG00000072786	15	STK10	protein_coding	1	HGNC:11388	OTTHUMG00000163265.4	
chr5	172095675	172097727	+	ENSG00000299492.1	ENSG00000299492	1	ENSG00000299492	lncRNA	2			
chr5	172173813	172175485	-	ENSG00000295530.1	ENSG00000295530	1	ENSG00000295530	lncRNA	2			overlapping_locus
chr5	172175637	172177363	+	ENSG00000304471.1	ENSG00000304471	1	ENSG00000304471	lncRNA	2			
chr5	172194172	172203454	+	ENSG00000214360.5	ENSG00000214360	5	EFCAB9	protein_coding	2	HGNC:34530	OTTHUMG00000163271.2	
chr5	172209642	172284102	-	ENSG00000168246.8	ENSG00000168246	8	UBTD2	protein_coding	2	HGNC:24463	OTTHUMG00000130519.2	ncRNA_host,overlapping_locus
chr5	172252334	172252478	-	ENSG00000212529.1	ENSG00000212529	1	ENSG00000212529	snoRNA	3			
chr5	172254418	172255439	-	ENSG00000253218.1	ENSG00000253218	1	KLF3P1	processed_pseudogene	2	HGNC:41518	OTTHUMG00000163278.1	overlapping_locus
chr5	172285589	172313339	+	ENSG00000309295.1	ENSG00000309295	1	ENSG00000309295	lncRNA	2			
chr5	172323171	172454536	-	ENSG00000174705.15	ENSG00000174705	15	SH3PXD2B	protein_coding	1	HGNC:29242	OTTHUMG00000163280.5	
chr5	172479182	172536448	+	ENSG00000287814.2	ENSG00000287814	2	ENSG00000287814	lncRNA	2		OTTHUMG00000194416.1	
chr5	172543403	172559202	-	ENSG00000254299.4	ENSG00000254299	4	LINC01944	lncRNA	1	HGNC:52768	OTTHUMG00000163279.3	
chr5	172609094	172609444	-	ENSG00000280318.1	ENSG00000280318	1	ENSG00000280318	TEC	2		OTTHUMG00000187257.1	
chr5	172641230	172691540	+	ENSG00000214357.11	ENSG00000214357	11	NEURL1B	protein_coding	1	HGNC:35422	OTTHUMG00000163281.4	ncRNA_host
chr5	172656522	172656713	-	ENSG00000253683.1	ENSG00000253683	1	ENSG00000253683	processed_pseudogene	2		OTTHUMG00000163291.1	
chr5	172662165	172662263	+	ENSG00000265160.1	ENSG00000265160	1	MIR5003	miRNA	3	HGNC:43512		
chr5	172684959	172700927	-	ENSG00000253445.2	ENSG00000253445	2	ENSG00000253445	lncRNA	1		OTTHUMG00000163289.1	
chr5	172715574	172717415	+	ENSG00000296569.1	ENSG00000296569	1	ENSG00000296569	lncRNA	2			
chr5	172740719	172741147	+	ENSG00000306603.1	ENSG00000306603	1	ENSG00000306603	lncRNA	2			
chr5	172749128	172768097	+	ENSG00000253295.3	ENSG00000253295	3	ENSG00000253295	lncRNA	2		OTTHUMG00000163290.2	
chr5	172762033	172765464	-	ENSG00000295914.1	ENSG00000295914	1	ENSG00000295914	lncRNA	2			overlapping_locus,overlaps_pseudogene
chr5	172762521	172763258	-	ENSG00000213386.3	ENSG00000213386	3	ENSG00000213386	transcribed_processed_pseudogene	1		OTTHUMG00000163292.1	pseudo_consens,overlapping_locus
chr5	172762980	172788112	+	ENSG00000253736.6	ENSG00000253736	6	ENSG00000253736	lncRNA	1		OTTHUMG00000163303.3	
chr5	172766992	172771198	-	ENSG00000120129.8	ENSG00000120129	8	DUSP1	protein_coding	2	HGNC:3064	OTTHUMG00000130523.4	
chr5	172771836	172788385	-	ENSG00000289170.2	ENSG00000289170	2	ENSG00000289170	lncRNA	2			ncRNA_host
chr5	172779982	172780094	-	ENSG00000206741.1	ENSG00000206741	1	Y_RNA	misc_RNA	3			
chr5	172785262	172785424	-	ENSG00000270243.1	ENSG00000270243	1	ENSG00000270243	processed_pseudogene	1		OTTHUMG00000184363.1	pseudo_consens
chr5	172802858	172807211	+	ENSG00000290019.2	ENSG00000290019	2	ENSG00000290019	lncRNA	2			
chr5	172807436	172808088	+	ENSG00000288737.3	ENSG00000288737	3	ENSG00000288737	lncRNA	2			
chr5	172816592	172819958	+	ENSG00000253628.2	ENSG00000253628	2	ENSG00000253628	lncRNA	1		OTTHUMG00000163302.3	
chr5	172834251	172952792	+	ENSG00000113719.19	ENSG00000113719	19	ERGIC1	protein_coding	1	HGNC:29205	OTTHUMG00000130520.9	
chr5	172857120	172859129	-	ENSG00000298864.1	ENSG00000298864	1	ENSG00000298864	lncRNA	2			
chr5	172883107	172903192	-	ENSG00000298826.1	ENSG00000298826	1	ENSG00000298826	lncRNA	2			
chr5	172954004	172974768	+	ENSG00000037241.9	ENSG00000037241	9	RPL26L1	protein_coding	2	HGNC:17050	OTTHUMG00000130517.5	
chr5	172954666	172960081	-	ENSG00000204758.9	ENSG00000204758	9	RPL26L1-AS1	lncRNA	2	HGNC:55914	OTTHUMG00000163304.2	
chr5	172954907	172957162	+	ENSG00000254295.1	ENSG00000254295	1	ENSG00000254295	lncRNA	1		OTTHUMG00000163301.1	
chr5	172975511	172976374	+	ENSG00000253785.1	ENSG00000253785	1	ENSG00000253785	processed_pseudogene	1		OTTHUMG00000163310.1	pseudo_consens
chr5	172977686	172983744	-	ENSG00000300043.1	ENSG00000300043	1	ENSG00000300043	lncRNA	2			
chr5	172983755	173037672	+	ENSG00000113732.11	ENSG00000113732	11	ATP6V0E1	protein_coding	2	HGNC:863	OTTHUMG00000130518.4	ncRNA_host,overlapping_locus
chr5	172986680	172987198	+	ENSG00000254328.1	ENSG00000254328	1	ENSG00000254328	processed_pseudogene	2		OTTHUMG00000163323.1	overlapping_locus
chr5	173020728	173020928	+	ENSG00000212402.1	ENSG00000212402	1	SNORA74B	snoRNA	3	HGNC:32660		
chr5	173048064	173054374	-	ENSG00000308874.1	ENSG00000308874	1	ENSG00000308874	lncRNA	2			ncRNA_host
chr5	173052452	173052555	-	ENSG00000207210.1	ENSG00000207210	1	Y_RNA	misc_RNA	3			
chr5	173056323	173139640	+	ENSG00000164463.14	ENSG00000164463	14	CREBRF	protein_coding	1	HGNC:24050	OTTHUMG00000163322.3	
chr5	173085342	173086210	-	ENSG00000253439.1	ENSG00000253439	1	CDC42P5	processed_pseudogene	1	HGNC:44429	OTTHUMG00000163321.1	pseudo_consens
chr5	173144162	173145039	-	ENSG00000253172.1	ENSG00000253172	1	ENSG00000253172	lncRNA	2		OTTHUMG00000163320.1	
chr5	173144442	173164397	+	ENSG00000113734.20	ENSG00000113734	20	BNIP1	protein_coding	1	HGNC:1082	OTTHUMG00000130521.4	
chr5	173214303	173216069	+	ENSG00000308711.1	ENSG00000308711	1	ENSG00000308711	lncRNA	2			
chr5	173225836	173226423	-	ENSG00000254200.1	ENSG00000254200	1	RPL7AP33	processed_pseudogene	1	HGNC:36679	OTTHUMG00000157942.1	pseudo_consens
chr5	173231882	173235312	-	ENSG00000183072.11	ENSG00000183072	11	NKX2-5	protein_coding	1	HGNC:2488	OTTHUMG00000130522.6	
chr5	173241643	173242849	-	ENSG00000298841.1	ENSG00000298841	1	ENSG00000298841	lncRNA	2			
chr5	173243040	173244854	-	ENSG00000289493.3	ENSG00000289493	3	ENSG00000289493	lncRNA	2			
chr5	173244976	173246250	-	ENSG00000309052.1	ENSG00000309052	1	ENSG00000309052	lncRNA	2			
chr5	173245453	173298238	+	ENSG00000309012.1	ENSG00000309012	1	ENSG00000309012	lncRNA	2			
chr5	173254190	173254290	-	ENSG00000201277.1	ENSG00000201277	1	Y_RNA	misc_RNA	3			
chr5	173292517	173292619	-	ENSG00000252169.1	ENSG00000252169	1	RNA5SP200	rRNA_pseudogene	3	HGNC:43100		
chr5	173293127	173294768	-	ENSG00000309031.1	ENSG00000309031	1	ENSG00000309031	lncRNA	2			
chr5	173314708	173328447	-	ENSG00000113739.12	ENSG00000113739	12	STC2	protein_coding	1	HGNC:11374	OTTHUMG00000130542.4	
chr5	173328598	173328995	+	ENSG00000294063.1	ENSG00000294063	1	ENSG00000294063	lncRNA	2			
chr5	173329718	173335124	+	ENSG00000305059.1	ENSG00000305059	1	ENSG00000305059	lncRNA	2			
chr5	173347455	173347536	+	ENSG00000274994.1	ENSG00000274994	1	MIR8056	miRNA	3	HGNC:49948		
chr5	173362134	173362240	-	ENSG00000199219.1	ENSG00000199219	1	RNU6-500P	snRNA	3	HGNC:47463		
chr5	173383941	173524042	+	ENSG00000253968.3	ENSG00000253968	3	ENSG00000253968	lncRNA	2		OTTHUMG00000163340.6	
chr5	173451039	173463440	-	ENSG00000307572.1	ENSG00000307572	1	ENSG00000307572	lncRNA	2			
chr5	173463484	173484584	+	ENSG00000253141.2	ENSG00000253141	2	ENSG00000253141	lncRNA	1		OTTHUMG00000163325.3	
chr5	173485400	173488240	-	ENSG00000307591.1	ENSG00000307591	1	ENSG00000307591	lncRNA	2			
chr5	173554822	173573533	+	ENSG00000253768.2	ENSG00000253768	2	ENSG00000253768	lncRNA	2		OTTHUMG00000163338.1	
chr5	173574938	173576275	+	ENSG00000254164.1	ENSG00000254164	1	ENSG00000254164	lncRNA	1		OTTHUMG00000163341.1	
chr5	173578275	173585068	+	ENSG00000253955.2	ENSG00000253955	2	LINC02995	lncRNA	2	HGNC:27744	OTTHUMG00000163342.4	
chr5	173603722	173616694	-	ENSG00000145919.13	ENSG00000145919	13	BOD1	protein_coding	1	HGNC:25114	OTTHUMG00000130540.5	
chr5	173641652	173658199	+	ENSG00000253959.2	ENSG00000253959	2	LINC01863	lncRNA	1	HGNC:52682	OTTHUMG00000163339.1	
chr5	173669419	173686583	+	ENSG00000307951.1	ENSG00000307951	1	ENSG00000307951	lncRNA	2			
chr5	173689444	173778810	+	ENSG00000253428.2	ENSG00000253428	2	LINC01942	lncRNA	1	HGNC:52766	OTTHUMG00000163336.1	
